"id";"lettre";"mot";"enonce";"interp";"regle"
"12340";"W";"Wheat ";"See oneself in dream cultivating wheat and see grow barley instead of wheat,   ";"announces he might seem good when he has a background that is not.";
"12341";"W";"Wheat ";"See in dream the wheat on his bed,   ";"announces that his wife might be pregnant.";
"12342";"W";"Wheat ";"See oneself in dream appropriating ears crammed into big bags,   ";"announces that it could mean a fortune depending on the amount of ears in the dream.";
"12343";"W";"Wheat ";"See oneself in dream appropriating a heap of ears,   ";"announces that it could mean a fortune from the efforts of others or he could acquire knowledge.";
"12344";"W";"Wheat ";"See oneself in dream appropriating ears crammed into a vase,   ";"announces that it could mean a fortune from the efforts of others or he could acquire knowledge.";
"12345";"W";"Wheat ";"See oneself in dream appropriating ears and hold them in his hands,   ";"announces that it could mean a fortune from the efforts of others or he could acquire knowledge.";
"12346";"W";"Wheat ";"Be dream cultivating wheat,   ";"announces that it could mean a pleasant act to the Most High.";
"12347";"W";"Wheat ";"See oneself in dream kneading wheat flour,   ";"announces that it could mean a travel to see relatives.";
"12348";"W";"Wheat ";"See oneself in dream picking ears scattered in a field being harvested and that he knows the owner,   ";"announces that it could mean benefits from this person. It could also mean a fortune from the efforts of others.";
"12349";"W";"Wheat ";"See oneself in dream taking water and irrigate a plowed field and the ears have grown,   ";"announces that it could mean fortune and offspring from a woman.";
"12350";"W";"Wheat ";"See oneself in dream taking water and irrigate a plowed field,   ";"announces that it could mean fortune and offspring with a woman.";
"12351";"W";"Wheat ";"See oneself in dream appropriating wheat without touching it or being in need of it,   ";"announces that it could mean glory and honor.";
"12352";"W";"Wheat ";"See oneself in dream eating cooked wheat,   ";"announces that it could mean harm.";
"12353";"W";"Wheat ";"See oneself in dream eating dry wheat,   ";"announces that it could mean harm.";
"12354";"W";"Wheat ";"See oneself in a dream looking for wheat and touch it,   ";"announces that it could mean loss, humiliation, and dismissal and break with his family. This is for the man of power.";
"12355";"W";"Wheat ";"See oneself in dream buying the wheat,   ";"announces that it could mean power, fortune and offspring.";
"12356";"W";"Wheat ";"See oneself in dream buying barley from a wheat merchant,   ";"announces that it could mean significant benefits.";
"12357";"W";"Wheat ";"See oneself in dream sending wheat to an unknown furnace,   ";"announces that it could mean the approach of death for the sick. Otherwise, he may fulfill some obligations.";
"12358";"W";"Wheat ";"See in dream his belly filled with cooked wheat,   ";"announces that it could mean the approach of death.";
"12359";"W";"Wheat ";"See in dream his belly filled with dry wheat,   ";"announces that it could mean the approach of death.";
"12360";"W";"Wheat ";"See in dream his skin filled with dry wheat,   ";"announces that it could mean the approach of death.";
"12361";"W";"Wheat ";"See in dream his mouth filled with cooked wheat,   ";"announces that it could mean the approach of death.";
"12362";"W";"Wheat ";"See in dream his mouth filled with dry wheat,   ";"announces that it could mean the approach of death.";
"12363";"W";"Wheat ";"See in dream a millstone turning without wheat,   ";"announces that it could mean turbulence.";
"12364";"W";"Wheat ";"See oneself in a dream eating fresh wheat,   ";"announces that it could mean virtue and piety.";
"12365";"W";"Wheat ";"See oneself in dream having ears always stood on land and know their number,   ";"announces that it could mean years of fertility or drought depending and depending on the condition of the ears (fresh or dried) and their number.";
"12366";"W";"Wheat ";"See oneself in dream giving wheat as voluntary alms,   ";"announces that it could mean, for the poor, a commendable effort as a voluntary prayer or visiting cemeteries and Allah The Almighty. For the wealthy, this dream could mean an act of virtue as an advice, a charity, an order not to commit the unlawful, teaching of the Holy Kuran or conducting prayer for a group of people.";
"12367";"W";"Wheat ";"See in dream of wheat being harvested outside of the season and the ears are yellow,   ";"announces that may occur in this place the death of the old.";
"12368";"W";"Wheat ";"See in dream wheat being harvested outside of the season and the ears are still green,   ";"announces that may occur in this place the death of young.";
"12369";"W";"Wheat ";"See oneself in dream cultivating barley and see grow wheat instead of barley,   ";"announces that the dreamer may be really a very good.";
"12370";"W";"Wheat merchant ";"See oneself in dream buying barley from a wheat merchant,   ";"announces that it could mean significant benefits.";
"12371";"W";"Wheel  ";"See oneself in dream riding a wheel,   ";"announces that it could mean honor and dignity as well as power over foreigners.";
"12372";"W";"Wheel  ";"See oneself in dream ride a wheel in the air,   ";"announces that it could mean the approach of his death he or any other person who is sick in his house, the dismissal or loss of power following the death or other reason for the governor, the anxiety for the recently married, as well as the risk of dying when traveling especially by sea. He could also have committed an illegal or corrupted act without observing the Sunnah.";
"12373";"W";"Whip ";"See oneself in dream giving lashes of the whip to a man and leave marks on his head,   ";"announces that he could expect the departure of his leader or boss.";
"12374";"W";"Whip ";"See oneself in dream giving lashes of the whip to a mount,   ";"announces that he could invoke Allah The Almighty in a particular case.";
"12375";"W";"Whip ";"See oneself in dream giving lashes of the whip to a man whose hands are neither attached nor tense,   ";"announces that he might give him good advices. If it caused harm, he would accept his advice, otherwise he would not accept. If he sees blood, it could be an injustice; otherwise it would be a justice. If he has been touched by the blood of this man, he could have an illicit fortune.";
"12376";"W";"Whip ";"See oneself in dream giving cracks a whip to his donkey to move,   ";"announces that he would invoke the Almighty to earn his living.";
"12377";"W";"Whip ";"To dream that his whip was torn because of giving blows with it,   ";"announces that it could be the weakening of his power.";
"12378";"W";"Whip ";"See oneself in dream receiving lashes of the whip without observing hands and without being caught by people,   ";"announces that it could mean a fortune.";
"12379";"W";"Whip ";"See oneself in dream whipping a horse to force him to gallop,   ";"announces that it could mean his invocations of Allah The Almighty to help him because of discomfort relating to a particular case.";
"12380";"W";"Whip ";"See in dream that his whip has cut because of giving blows with it,   ";"announces that it could mean loss of power.";
"12381";"W";"Whip ";"See oneself in dream holding a belt in his left hand and a whip in his right hand,   ";"announces that it could mean power or responsibility.";
"12382";"W";"Whip ";"See in dream whips descending from the sky on people of his community,   ";"announces that it would be a punishment from the Allah The Almighty because of their sins and they could undergo the injustice of a sultan. Indeed, Allah The Almighty said “Therefore did thy Lord pour on them a scourge of diverse chastisements:”, (Al-Fajr, 13).";
"12383";"W";"Whip ";"See in dream whips descending from the sky on people of his community,   ";"announces that it would be a punishment from the Allah The Almighty because of their sins and they could undergo the injustice of a sultan. Indeed, Allah The Almighty said “Therefore did thy Lord pour on them a scourge of diverse chastisements:”, (Al-Fajr, 13).";
"12384";"W";"Whip  ";"See in dream that his whip become bent because of giving blows with it,   ";"announces that it could mean problems relating to a pending case or that he would rely on a mental defective in a particular case.";
"12385";"W";"Whispering ";"See in dream the Sultan walking and see a person among the public, whispering in his ear,   ";"announces that it could mean his death suddenly.";
"12386";"W";"Wick of a lamp ";"See in dream that the wick of the lamp is completely burned,   ";"announces that it could mean the approach of death of the governess or housekeeper.";
"12387";"W";"Wick of a lamp ";"See in dream a spark of the wick falling on cotton and burn it,   ";"announces that the housekeeper could make a mistake.";
"12388";"W";"Width ";"The woman, who sees herself in dream wearing a new, wide tunic of a thick tissue,   ";"announces benefactions as well as the consolidation of the faith for her and her husband.";
"12389";"W";"Width ";"See oneself in dream hovering in width in the sky,   ";"announces that could mean honor and a trip to a faraway place.";
"12390";"W";"Width ";"See oneself in dream holding a scalpel and make his wife undergo bleeding widthwise,   ";"announces that he could break off relations of his wife with her relatives.";
"12391";"W";"Width ";"See in dream that his clothes are ripped in width,   ";"announces that he could fall into disgrace.";
"12392";"W";"Width ";"See oneself in dream wearing a wide slipper,   ";"announces that he could mean problems related to the fortune.";
"12393";"W";"Width ";"See in dream that the door of his house became wider than the usual dimensions of doors,   ";"announces that he might receive an unexpected visit from some people after a misfortune.";
"12394";"W";"Width ";"See in dream that the sump of his house is wide, clean and odorless,   ";"announces that his wife could be obedient and have good character.";
"12395";"W";"Width ";"See in dream that his forehead is broad,   ";"announces that it could mean a boy who would rule on his family. This is in case the appearance of the forehead was not affected by this change.";
"12396";"W";"Width ";"See in dream that his room is more spacious than it actually is,   ";"announces that it could mean benefits and prosperity. This could be due to a woman.";
"12397";"W";"Width ";"See oneself in dream buried in a spacious tomb and sleep like a newlywed,   ";"announces that it could mean benefits in this world.";
"12398";"W";"Width ";"See in dream a curtain torn in width,   ";"announces that it could mean dishonor.";
"12399";"W";"Width ";"See oneself in dream going out via a small door to a spacious place,   ";"announces that it could mean ease and good outcome.";
"12400";"W";"Width ";"See in dream a carpet, wide and thin; extended,   ";"announces that it could mean ease and short life.";
"12401";"W";"Width ";"See in dream his body becoming wide,   ";"announces that it could mean healing for the sick.";
"12402";"W";"Width ";"See oneself in dream to have large cheeks,   ";"announces that it could mean more glory and splendor. This is for the sultan or man power.";
"12403";"W";"Width ";"See in dream that his tongue is a little wide,   ";"announces that it could mean power and victory.";
"12404";"W";"Width ";"See oneself in dream carried away by a bird of prey hovering in the sky in width and then enter into it,   ";"announces that it could mean power as well as a trip to a faraway place. It could also mean the approach of death that may occur during the trip.";
"12405";"W";"Width ";"See in dream that the door of his house became wider,   ";"announces that it could mean the consolidation of the position of guardian of this house.";
"12406";"W";"Width ";"The woman, who sees herself in dream having a wide veil,   ";"announces that it could mean the ease for her husband.";
"12407";"W";"Width ";"See in a dream the Messenger of Allah, peace and blessings be upon him, with a large chest,   ";"announces that it could mean the generosity of the governor (Imam) towards the soldiers. ";
"12408";"W";"Width ";"See in dream a new and spacious room in his house built of gypsum,   ";"announces that there could be a hypocrite woman with him.";
"12409";"W";"Width ";"See in dream a new and spacious room in his house built of bricks,   ";"announces that there could be a hypocrite woman with him..";
"12410";"W";"Width ";"See in dream a new and spacious room in his house built of mud,   ";"announces that there could be a virtuous woman with him.";
"12411";"W";"Wife ";"See oneself in dream died after being sick and his wife got married after his death,   ";"announces said that he could not die Muslim.";
"12412";"W";"Wife ";"See oneself in dream holding a scalpel and make his wife undergo bleeding widthwise,   ";"announces that he could break off relations of his wife with her relatives.";
"12413";"W";"Wife ";"See oneself in dream building a room above his home and see his wife crying and lamenting,   ";"announces that he could marry a second wife or have a concubine.";
"12414";"W";"Wife ";"See oneself in dream building a room above his home and see his wife asking him not to do,   ";"announces that he could marry a second wife or have a concubine.";
"12415";"W";"Wife ";"See oneself in dream building a room above his home and see his wife covered with a tissue,   ";"announces that he could marry a second wife or have a concubine.";
"12416";"W";"Wife ";"See oneself in dream touching the vagina of his wife and find it solid of brass,   ";"announces that he could not hope to have good outcome with her.";
"12417";"W";"Wife ";"See oneself in dream sewing clothes of his wife after unveiling her genitals,   ";"announces that he might be unduly accused by people of depravity before they apologies.";
"12418";"W";"Wife ";"See oneself in dream staining his wife with his sperm,   ";"announces that he would give her clothes and ornaments.";
"12419";"W";"Wife ";"See in dream a young man copulating his wife- wife of the dreamer-,   ";"announces that he would not be well advised and assisted by an enemy who could be his servant.";
"12420";"W";"Wife ";"See in dream his wife giving him a bow,   ";"announces that it could mean a boy if she is pregnant.";
"12421";"W";"Wife ";"See in dream an egg getting out of his wife,   ";"announces that it could mean a disbeliever boy. Indeed, Allah The Almighty said “It is He Who brings out the living from the dead, and brings out the dead from the living, and Who gives life to the earth after it is dead: and thus shall ye be brought out (from the dead).).”, (Ar-Roum, 19).";
"12422";"W";"Wife ";"See oneself in dream bidding farewell to his wife,   ";"announces that it could mean a divorce.";
"12423";"W";"Wife ";"See oneself in dream repudiating his wife,   ";"announces that it could mean a fortune. Indeed, Allah The Almighty said “But if they disagree (and must part), Allah will provide abundance for all from His All-Reaching bounty: for Allah is He that careth for all and is Wise.”, (An-Nissaa ,130).  This dream could also the dismissal or loss of power for the sovereign and governor as well as the abandonment of the trade for the artisan. If the divorce is not final, he could see its situation restored.";
"12424";"W";"Wife ";"See oneself in dream marrying his wife to a man and accompany her to join this man,   ";"announces that it could mean a loss of sovereignty for the sovereign and financial losses for the trader.";
"12425";"W";"Wife ";"See oneself in dream blowing his nose and throw his mucus on his wife,   ";"announces that it could mean a miscarriage if his wife is pregnant in wakeful state. The fetus could be a boy.";
"12426";"W";"Wife ";"See oneself in dream marrying his wife to a man and accompany this man to join her,   ";"announces that it could mean a prosperous business.";
"12427";"W";"Wife ";"See in dream his wife decked than usual and sleeping with him,   ";"announces that it could mean a prosperous year.";
"12428";"W";"Wife ";"See oneself in dream sewing clothes of his wife,   ";"announces that it could mean an ordeal.";
"12429";"W";"Wife ";"See oneself in dream watching the vagina of his wife by her back,   ";"announces that it could mean benefits and friendship which would benefit his potential enemy. If the vagina is small, he would defeat his enemy, whether it is big, he would be defeated.";
"12430";"W";"Wife ";"See oneself in dream his wife copulated by an old man,   ";"announces that it could mean benefits and gains.";
"12431";"W";"Wife ";"See in dream that his wife gave birth to a girl,   ";"announces that it could mean benefits.";
"12432";"W";"Wife ";"See in dream that his wife is sick,   ";"announces that it could mean consolidation of her faith.";
"12433";"W";"Wife ";"See oneself in dream copulating his wife and that the latter is disinterested,   ";"announces that it could mean discomfort.";
"12434";"W";"Wife ";"See oneself in dream building a room above his home and see his wife decked and perfumed,   ";"announces that it could mean ease and elevated rank.";
"12435";"W";"Wife ";"See in dream that his wife cut his tongue (of the dreamer),   ";"announces that it could mean his good behavior towards her.";
"12436";"W";"Wife ";"See oneself in dream touching the vagina of his wife,   ";"announces that it could mean non laudable trade.";
"12437";"W";"Wife ";"See in dream copulating his wife,   ";"announces that it could mean satisfaction of desires especially in relation to his business. It could mean also a good married life.";
"12438";"W";"Wife ";"See in dream that his wife gave birth to a boy,   ";"announces that it could mean serious trouble.";
"12439";"W";"Wife ";"See in dream his wife with a penis like men,   ";"announces that it could mean the birth of a son who has a bright future and will govern his relatives if that wife is pregnant. If she has no children and is not pregnant, she will have more children, and if she gives birth, the baby might die before puberty. This dream could also concern his guardian or teacher who would have in this case, more reputation and honor.";
"12440";"W";"Wife ";"See oneself in dream copulating his wife and see his penis cut into her vagina,   ";"announces that it could mean the death of the fetus during pregnancy. It could also mean loss for the wealthy, humiliation for the poor. He could lose a loved one or a property that would disappear in a well.";
"12441";"W";"Wife ";"See in dream that the vagina of his wife become in the appearance of the penis,   ";"announces that it could pronounce bad words and have a disrespectful conduct towards her husband.";
"12442";"W";"Wife ";"See in dream that the tongue of his wife is cut,   ";"announces that she could be a faithful and virtuous wife.";
"12443";"W";"Wife ";"See in dream that his wife gives him a sword in its scabbard,   ";"announces that she could give birth to a boy if she is pregnant. It could also be a girl.";
"12444";"W";"Wife ";"See in dream his wife give him a blade,   ";"announces that she could give birth to a boy in case of pregnancy.";
"12445";"W";"Wife ";"See in dream giving a blade to his wife,   ";"announces that she could give birth to a boy in case of pregnancy.";
"12446";"W";"Wife ";"See oneself in dream giving his wife a sword in its scabbard,   ";"announces that she could give birth to a daughter if she is pregnant in wakefulness.";
"12447";"W";"Wife ";"See oneself in dream holding a scalpel and make his wife undergo bleeding lengthwise,   ";"announces that she could give birth to a girl if she is pregnant in awakening state.";
"12448";"W";"Wife ";"See oneself in dream giving a bow to his wife,   ";"announces that she could give birth to a girl if she is pregnant. ";
"12449";"W";"Wife ";"See in dream that his wife has a beard,   ";"announces that she could never have children. If she has a boy, he could reign over his family.";
"12450";"W";"Wife ";"See oneself in dream touched by the mucus of his wife,   ";"announces that she would give birth to a boy or she be about to wean a baby.";
"12451";"W";"Wife ";"See oneself in dream throwing a scorpion on his wife,   ";"announces that they might commit turpitude. ";
"12452";"W";"Wife of Lut PUH ";"The woman, who sees in dream the wife of Lut, peace upon him,   ";"announces that she would be disobedient towards her husband, and does not cease to cause him trouble. She could perish as a result.";
"12453";"W";"Wife of Muhammad PBUH ";"See oneself in a dream becoming the son of one of the wives of the Messenger of Allah, peace and blessings be upon him,   ";"announces that it could mean the consolidation of faith. ";
"12454";"W";"Wind ";"See oneself in dream carried away by wind and climb up without being frightened and not see darkness or fog,   ";"announces that he could govern people, have the glory if he would be worthy , traveling via sea and arriving at destination and see his business thriving.";
"12455";"W";"Wind ";"See oneself in dream carried away by the wind , climbing up, and feel rolled, pulled and frightened,   ";"announces that it could mean a broke down of a ship for the by sea, worsening illness, great misfortunes, and earthquakes or severe instructions of Sultan or governor.";
"12456";"W";"Wind ";"See oneself in dream carried away by the wind , climbing up, and see darkness,  dust and noise,   ";"announces that it could mean a broke down of a ship for the by sea, worsening illness, great misfortunes, and earthquakes or severe instructions of Sultan or governor.";
"12457";"W";"Wind ";"See in dream the wind taking off the walls,   ";"announces that it could mean a disaster for people in general, epidemics, penalties, invasion or attack and injustice.";
"12458";"W";"Wind ";"See in dream the wind taking off the mounts,   ";"announces that it could mean a disaster for people in general, epidemics, penalties, invasion or attack and injustice.";
"12459";"W";"Wind ";"See in dream the wind taking off the trees,   ";"announces that it could mean a disaster for people in general, epidemics, penalties, invasion or attack and injustice.";
"12460";"W";"Wind ";"See in dream the wind taking off food,   ";"announces that it could mean a disaster for people in general, epidemics, penalties, invasion or attack and injustice.";
"12461";"W";"Wind ";"See in dream people involuntarily carried by the wind,   ";"announces that it could mean a disaster, epidemic or injustice to make people suffer.";
"12462";"W";"Wind ";"See oneself in dream carried away by wind and climb up,   ";"announces that it could mean a fortune to the poor.";
"12463";"W";"Wind ";"See in dream a general and calm wind,   ";"announces that it could mean a good change in circumstances of people, the end of their troubles and worries, a happy outcome and the establishment of justice.";
"12464";"W";"Wind ";"See in dream fecundating win,   ";"announces that it could mean a good change in circumstances of people, the end of their troubles and worries, a happy outcome and the establishment of justice.";
"12465";"W";"Wind ";"See in dream a warm wind,   ";"announces that it could mean a grave disease.";
"12466";"W";"Wind ";"See oneself in dream appropriating wind,   ";"announces that it could mean a great power.";
"12467";"W";"Wind ";"See in dream the wind snatching palm trees,   ";"announces that it could mean a misfortune for this location because of the sultan.";
"12468";"W";"Wind ";"See in dream the wind taking away swords,   ";"announces that it could mean a plague.";
"12469";"W";"Wind ";"See oneself in dream transported by the wind from one place to another,   ";"announces that it could mean a power or a trip without return.";
"12470";"W";"Wind ";"See in dream a dusty wind,   ";"announces that it could mean a war.";
"12471";"W";"Wind ";"See in dream clouds falling on land and houses accompanied by a strong wind,   ";"announces that it could mean an attack in this place, the return of a caravan  of which some or  most would have died during the journey, new taxes imposed by the sultan, an invasion of locusts or an epidemic that would destroy their crops and plants. It could also be heretical doctrines and opinions that would spread among the people of this place.";
"12472";"W";"Wind ";"See in dream a yellowish wind,   ";"announces that it could mean an illness.";
"12473";"W";"Wind ";"See in dream a soft wind,   ";"announces that it could mean benefits and blessing.";
"12474";"W";"Wind ";"See in dream the wind attacking soldiers,   ";"announces that it could mean danger if it is in time of war.";
"12475";"W";"Wind ";"See in dream the wind attacking a city,   ";"announces that it could mean danger if it is in time of war.";
"12476";"W";"Wind ";"See in dream a tree in his house, broken by a violent wind,   ";"announces that it could mean the approach of death of any person who is sick or a loved one.";
"12477";"W";"Wind ";"See in dream a palm tree cut by a strong wind in the great mosque,   ";"announces that it could mean the death or murder of a man or a woman of great reputation relating to power or knowledge.";
"12478";"W";"Wind ";"See in dream an olive tree damaged by a strong wind in the great mosque,   ";"announces that it could mean the death or murder of a man or woman of great reputation.";
"12479";"W";"Wind ";"See in dream a mild wind in a known market,   ";"announces that it could mean troubles for people of this market.";
"12480";"W";"Wind ";"See in dream the wind destroying a home,   ";"announces that the governor might cause harm to those who would be in this house.";
"12481";"W";"Wind ";"See in dream a fire being extinguished and a wind illuminated the house with this fire,   ";"announces that thieves might attack his home.";
"12482";"W";"Wind  ";"See in dream a stormy wind,   ";"announces that the Sultan could not be just.";
"12483";"W";"Window, Skylight  ";"See oneself in dream watching through the skylight of his room,   ";"announces that he could watch the genital organs of his wife.";
"12484";"W";"Window, Skylight  ";"See in dream a skylight in his room,   ";"announces that it could mean power or profitable trade for one who would be worthy in wakeful state and would not have skylight actually.";
"12485";"W";"Window, Small window ";"See oneself in dream accessing to a bath through a small window,   ";"announces that he could get into the house of woman with evil people.";
"12486";"W";"Wine ";"See oneself in dream squeezing grapes to extract wine,   ";"announces that he could be well estimated by the sovereign as it was reported in Surah Yusuf peace upon him. It could also mean an illicit fortune.";
"12487";"W";"Wine ";"See oneself in dream drinking wine, get drunk and vomit,   ";"announces that he might be stingy and do not support adequately his family.";
"12488";"W";"Wine ";"See oneself in dream drinking wine, do not get drunk and vomit,   ";"announces that he might take an illicit fortune an return it.";
"12489";"W";"Wine ";"See oneself in dream drinking too much wine,   ";"announces that it could be a non laudable dream.";
"12490";"W";"Wine ";"The woman, who sees herself in dream in a state of drunkenness without drinking any wine,   ";"announces that it could involve ignorance, difficulties as well as fear. This is related to the importance of drunkenness seen in the dream. ";
"12491";"W";"Wine ";"See in dream a river full of wine,   ";"announces that it could mean a disaster.";
"12492";"W";"Wine ";"See in dream accessing in a river full of wine,   ";"announces that it could mean a disaster.";
"12493";"W";"Wine ";"See oneself in dream drinking wine mixed with water,   ";"announces that it could mean a fortune partly lawful and partly unlawful. He could also have a fortune through an association or from a woman. However, it could also mean a misfortune.";
"12494";"W";"Wine ";"See oneself in dream alone in a place drinking wine,   ";"announces that it could mean a fortune that could be legal or illegal.";
"12495";"W";"Wine ";"See oneself in dream having a large jar containing wine,   ";"announces that it could mean a treasure.";
"12496";"W";"Wine ";"See oneself in dream drunk after drinking wine,   ";"announces that it could mean an illicit fortune and power.";
"12497";"W";"Wine ";"See oneself in dream drinking wine with others,   ";"announces that it could mean disputes.";
"12498";"W";"Wine ";"See oneself in dream being drunk and tear his clothes,   ";"announces that it could mean ease and ingratitude. It could also lack of self-control..";
"12499";"W";"Wine ";"See oneself in dream being drunk,   ";"announces that it could mean fortune, bravery, power and safety. ";
"12500";"W";"Wine ";"See oneself in dream squeezing food with wine,   ";"announces that it could mean power.";
"12501";"W";"Wine ";"See oneself in dream drinking wine,   ";"announces that it could mean sins and fortune. Indeed, Allah The Almighty said “They ask thee concerning wine and gambling. Say: ""In them is great sin, and some profit, for men; but the sin is greater than the profit."" They ask thee how much they are to spend; say: ""What is beyond your needs."" Thus doth Allah make clear to you His Signs: in order that ye may consider.”, (Al-Baqara, 219). It could also mean the dismissal for the governor.";
"12502";"W";"Wine ";"See oneself in dream being drunk without drinking wine,   ";"announces that it could mean sorrows, fear and misfortune. Indeed, Allah The Almighty said “The Day ye shall see it, every mother giving suck shall forget her suckling babe, and every pregnant female shall drop her load (unformed): thou shall see mankind as in a drunken riot, yet not drunk: but dreadful will be the Wrath of Allah.”, (Al-Hajj, 2).";
"12503";"W";"Wine ";"See oneself in dream drinking wine of Paradise,   ";"announces that it could mean wisdom, knowledge and wealth. Indeed, Allah The Almighty said “To thee have We granted the Fount (of Abundance). Therefore to thy Lord turn in Prayer and Sacrifice.”, (Al-Kawthar, 1-2,).";
"12504";"W";"Wine ";"See in dream a group of several persons drinking wine,   ";"announces that it might not be a laudable dream.";
"12505";"W";"Wine ";"See oneself in dream squeezing wine,   ";"announces that might be of service to a sovereign and participate in important events.";
"12506";"W";"Wine (dates) ";"See oneself in dream drinking wine (of dates),   ";"announces that it could mean sorrows.";
"12507";"W";"Wine, Beer, Drink made of barley ";"See oneself in dream drinking beer,   ";"announces that he could have useful things or services as well as happy outcome after trouble. He could also be well served by a strong man.";
"12508";"W";"Wing ";"See oneself in dream cutting the wing of a dove,   ";"announces that his wife might be pregnant or give birth. He could also prohibit his wife not to leave her home.";
"12509";"W";"Wing ";"See oneself in dream riding a horse having two wings,   ";"announces that it could mean a great power or sovereignty if he would be worthy. It could also mean satisfaction of a desire.";
"12510";"W";"Wing ";"See oneself in dream riding on a horse with two wings and hover between sky and earth,   ";"announces that it could mean be consolidation of faith and life as well as a trip.";
"12511";"W";"Wing ";"See oneself in dream flying in the air with wings,   ";"announces that it could mean fortune or travel as well as power.";
"12512";"W";"Wing ";"See in dream the Sultan flying with wings,   ";"announces that it could mean the consolidation of his power.";
"12513";"W";"Wing ";"See oneself in dream flying with wings,   ";"announces that it could mean travel or change of situation.";
"12514";"W";"Wing ";"See oneself in dream with a two wings,   ";"announces that it could mean two boys.";
"12515";"W";"Wing ";"See oneself in dream with a wing,   ";"announces that it could mean wealth, power and benefits.";
"12516";"W";"Winter ";"See oneself in dream in a sea during winter and cold,   ";"announces that it could mean a misfortune due to a sovereign such as imprisonment or torture. It could also mean an illness or a serious danger.";
"12517";"W";"Winter ";"See oneself in dream swimming in a sea during winter and cold,   ";"announces that it could mean a misfortune due to a sovereign such as imprisonment or torture. It could also mean an illness or a serious danger.";
"12518";"W";"Winter ";"See oneself in dream swimming in the sea in winter and cold and drown,   ";"announces that it could mean drowning or weakening of faith because of a misfortune.";
"12519";"W";"Winter ";"See oneself in dream getting into the sea in winter and cold and drown,   ";"announces that it could mean the approach of death or weakening of faith because of a misfortune.";
"12520";"W";"Wire of spindle ";"The woman, who sees in dream which herself the wire of her spindle cut,   ";"announces that it could involve the delay of the return of a close which would be in journey. ";
"12521";"W";"Wolf ";"See in dream a beef becoming a in the appearance of a wolf,   ";"announces that a good governor might become unjust.";
"12522";"W";"Wolf ";"See in dream a wolf getting into his house,   ";"announces that a thief could access in this house.";
"12523";"W";"Wolf ";"See oneself in dream taking care of a wolf-cup,   ";"announces that he could take care of an abandoned child, descendant of a thief who would steel later his fortune and cause him ruin and his family.";
"12524";"W";"Wolf ";"See in dream that his head become in the appearance of the head of wolf,   ";"announces that it could engage in a significant business beneficial for him, gain power and defeat his enemies.";
"12525";"W";"Wolf ";"See oneself in dream drinking wolf milk,   ";"announces that it could mean fear or fortune from an unjust man.";
"12526";"W";"Wolf ";"See in dream that a wolf become a in appearance of a pet,   ";"announces that it could mean the repentance of a thief.";
"12527";"W";"Wolf  ";"See in dream a wolf,   ";"announces that he might accuse an innocent man as was the case for Joseph peace upon him. Also, he could be frightened or unable to satisfy a wish.";
"12528";"W";"Wolf-cup ";"See oneself in dream taking care of a wolf-cup,   ";"announces that he could take care of an abandoned child, descendant of a thief who would steel later his fortune and cause him ruin and his family.";
"12529";"W";"Woman ";"See oneself in dream slaughtering a woman,   ";"announces that he could have sex with her.";
"12530";"W";"Woman ";"See in dream a woman shoot arrows on him and reach,   ";"announces that it could fall in love with her after jokes.";
"12531";"W";"Woman ";"The woman, who sees herself in dream sucking of a woman,   ";"announces that it could involve, in case of pregnancy, the childbirth of a girl.  ";
"12532";"W";"Woman ";"The woman, who sees herself in dream sucking of a known woman,   ";"announces that it could involve, in case of pregnancy, the childbirth of a girl. This if The woman, seen in dream is known by the dreamer but doesn’t know the dreamer. ";
"12533";"W";"Woman ";"See in dream a woman wearing earrings,   ";"announces that it could mean a business in a prosperous place with women and servants well dressed and decked.";
"12534";"W";"Woman ";"See in dream a veiled woman giving him a written notice,   ";"announces that it could mean a confidential warning and he has to pay attention. ";
"12535";"W";"Woman ";"See oneself in dream observing the back of an average woman,   ";"announces that it could mean a desire difficult to achieve.";
"12536";"W";"Woman ";"See in a dream a skinny woman,   ";"announces that it could mean a difficult year.";
"12537";"W";"Woman ";"See in a dream a beautiful woman,   ";"announces that it could mean a fortune that would not last long.";
"12538";"W";"Woman ";"See oneself in dream in a cultivated orchard and see castles and water flow in streams and a woman coming towards him,   ";"announces that it could mean a martyr death as well as a happy outcome.";
"12539";"W";"Woman ";"See oneself in dream in an unknown orchard and see a woman coming towards him,   ";"announces that it could mean a martyr death for the warrior.";
"12540";"W";"Woman ";"See in a dream an obese woman,   ";"announces that it could mean a prosperous year";
"12541";"W";"Woman ";"The woman, who sees in dream an obese woman,   ";"announces that it could mean a prosperous year.";
"12542";"W";"Woman ";"See oneself in a dream having sex with unknown woman decked,   ";"announces that it could mean a prosperous year.";
"12543";"W";"Woman ";"See oneself in dream having a virgin woman,   ";"announces that it could mean a successful business or a cultivated and productive land.";
"12544";"W";"Woman ";"See oneself in dream watching a woman’s leg,   ";"announces that it could mean a wedding.";
"12545";"W";"Woman ";"See in dream a woman, decked and perfumed, giving him a written notice or book,   ";"announces that it could mean benefits and good praise. ";
"12546";"W";"Woman ";"See in a dream black women coming toward him,   ";"announces that it could mean benefits from an enemy.";
